name,palette,source,kind,paletteer-kind
ocean.algae,"['#122414FF', '#122615FF', '#132817FF', '#132A19FF', '#142C1AFF', '#142E1CFF', '#15311EFF', '#15331FFF', '#163521FF', '#173723FF', '#173924FF', '#183C26FF', '#183E28FF', '#184029FF', '#18422BFF', '#18442CFF', '#18472EFF', '#18492FFF', '#184B31FF', '#184D32FF', '#185034FF', '#185235FF', '#185437FF', '#185738FF', '#185939FF', '#175B3BFF', '#165D3CFF', '#15603DFF', '#14623EFF', '#13643FFF', '#126640FF', '#116941FF', '#106B42FF', '#0F6D43FF', '#0F6F44FF', '#0E7245FF', '#0D7446FF', '#0C7647FF', '#0C7948FF', '#0C7B49FF', '#0D7D49FF', '#0D804AFF', '#0E824BFF', '#0E844BFF', '#0F874CFF', '#0F894DFF', '#108B4DFF', '#108E4EFF', '#11904FFF', '#11924FFF', '#149550FF', '#199751FF', '#1E9951FF', '#239B52FF', '#289D53FF', '#2D9F54FF', '#32A154FF', '#37A355FF', '#3CA556FF', '#41A756FF', '#46A957FF', '#4BAB58FF', '#50AD59FF', '#54AF5CFF', '#58B05EFF', '#5DB261FF', '#61B464FF', '#65B666FF', '#69B869FF', '#6DBA6CFF', '#72BC6EFF', '#76BD71FF', '#7ABF74FF', '#7EC176FF', '#82C379FF', '#86C57CFF', '#8AC77FFF', '#8DC982FF', '#91CB86FF', '#94CD89FF', '#97CF8CFF', '#9BD18FFF', '#9ED393FF', '#A2D596FF', '#A5D799FF', '#A9D99CFF', '#ACDB9FFF', '#B0DDA3FF', '#B3E0A7FF', '#B6E2AAFF', '#B9E4AEFF', '#BDE6B2FF', '#C0E9B5FF', '#C3EBB9FF', '#C6EDBDFF', '#CAEFC1FF', '#CDF2C4FF', '#D0F4C8FF', '#D3F6CCFF', '#D7F9D0FF']",The R package: {pals},sequential-1,discrete-sequential
ocean.amp,"['#F1EDECFF', '#EFE9E8FF', '#EEE6E4FF', '#EDE3E1FF', '#ECE0DDFF', '#EADDD9FF', '#E9DAD6FF', '#E8D7D2FF', '#E7D3CEFF', '#E6D0CBFF', '#E4CDC7FF', '#E4CAC3FF', '#E3C7C0FF', '#E2C4BCFF', '#E1C1B8FF', '#E0BFB4FF', '#DFBCB1FF', '#DEB9ADFF', '#DDB6A9FF', '#DCB3A5FF', '#DBB0A2FF', '#DAAD9EFF', '#DAAA9AFF', '#D9A797FF', '#D8A493FF', '#D7A18FFF', '#D69E8BFF', '#D59B88FF', '#D49884FF', '#D39680FF', '#D2937CFF', '#D19079FF', '#D08D75FF', '#D08A72FF', '#CF876EFF', '#CE846BFF', '#CD8167FF', '#CC7E64FF', '#CB7B60FF', '#CA785DFF', '#C97559FF', '#C87256FF', '#C76F53FF', '#C66C50FF', '#C5694CFF', '#C46649FF', '#C36246FF', '#C25F43FF', '#C15C3FFF', '#C0593CFF', '#BF5639FF', '#BD5237FF', '#BC4F35FF', '#BB4C33FF', '#B94931FF', '#B8452FFF', '#B6422DFF', '#B53F2BFF', '#B33B28FF', '#B23826FF', '#B03526FF', '#AE3226FF', '#AC2F26FF', '#AA2C26FF', '#A82926FF', '#A62626FF', '#A42326FF', '#A11F26FF', '#9F1C26FF', '#9D1926FF', '#9A1826FF', '#971726FF', '#941626FF', '#911427FF', '#8E1327FF', '#8B1227FF', '#881128FF', '#851028FF', '#820F28FF', '#7F0E28FF', '#7C0E28FF', '#780E27FF', '#750E26FF', '#710E25FF', '#6E0E25FF', '#6A0E24FF', '#660E23FF', '#630E22FF', '#5F0E21FF', '#5C0E21FF', '#590D1FFF', '#550D1EFF', '#520C1CFF', '#4F0C1BFF', '#4C0B19FF', '#480B18FF', '#450A16FF', '#420A15FF', '#3F0913FF', '#3C0912FF']",The R package: {pals},sequential-1,discrete-sequential
ocean.balance,"['#181C43FF', '#1A1F4AFF', '#1D2352FF', '#1F275AFF', '#212A62FF', '#232D6BFF', '#253073FF', '#26337CFF', '#273785FF', '#273A8FFF', '#273D99FF', '#2641A2FF', '#2246A9FF', '#1D4AB1FF', '#194FB8FF', '#1555BAFF', '#115BBBFF', '#0C60BCFF', '#0B66BCFF', '#116BBCFF', '#1770BBFF', '#1D75BBFF', '#247ABAFF', '#2B7FBAFF', '#3183BAFF', '#3888BAFF', '#3F8CBAFF', '#4690BAFF', '#4D94BAFF', '#5498BAFF', '#5C9CBAFF', '#63A0BBFF', '#6BA4BCFF', '#73A8BDFF', '#7BACBFFF', '#84B0C0FF', '#8CB4C2FF', '#94B8C4FF', '#9BBBC6FF', '#A3BFC9FF', '#ABC3CCFF', '#B3C7CEFF', '#BACBD1FF', '#C2CFD4FF', '#C9D3D7FF', '#D0D7DBFF', '#D8DCDEFF', '#DFE0E1FF', '#E5E5E5FF', '#ECE9E9FF', '#EEE9E7FF', '#ECE3E0FF', '#EADDD9FF', '#E8D7D2FF', '#E6D0CAFF', '#E4CAC3FF', '#E2C4BCFF', '#E0BEB4FF', '#DEB8ADFF', '#DCB3A6FF', '#DAAD9EFF', '#D8A797FF', '#D6A190FF', '#D59B88FF', '#D39581FF', '#D18F79FF', '#CF8971FF', '#CD846AFF', '#CB7E63FF', '#C9785CFF', '#C77255FF', '#C56C4FFF', '#C36548FF', '#C15F42FF', '#BF593CFF', '#BD5337FF', '#BB4C32FF', '#B8462DFF', '#B63F29FF', '#B23827FF', '#AF3126FF', '#AC2B24FF', '#A72524FF', '#A21F25FF', '#9D1926FF', '#981427FF', '#911227FF', '#8B1028FF', '#850E28FF', '#7E0E28FF', '#780E27FF', '#710E26FF', '#6A0D24FF', '#630D22FF', '#5C0D20FF', '#560D1EFF', '#4F0C1BFF', '#490B18FF', '#420A15FF', '#3C0912FF']",The R package: {pals},diverging-1,discrete-diverging
ocean.curl,"['#151D44FF', '#152146FF', '#162649FF', '#172B4CFF', '#18304EFF', '#193551FF', '#1A3A54FF', '#1B3E57FF', '#1B435AFF', '#1B485DFF', '#1B4C60FF', '#1B5163FF', '#1B5665FF', '#195B68FF', '#185F6AFF', '#16646DFF', '#15696FFF', '#136E72FF', '#117374FF', '#127876FF', '#177C78FF', '#1B8179FF', '#1F867BFF', '#238A7CFF', '#278F7DFF', '#2D937FFF', '#379781FF', '#419B82FF', '#4B9F84FF', '#55A385FF', '#5FA787FF', '#69AB89FF', '#72AE8DFF', '#7BB291FF', '#84B594FF', '#8DB998FF', '#96BD9CFF', '#9FC0A0FF', '#A7C4A6FF', '#AFC8ACFF', '#B7CCB2FF', '#BFD0B8FF', '#C7D3BEFF', '#CFD7C4FF', '#D6DCCBFF', '#DDE0D2FF', '#E4E5D9FF', '#EBE9E0FF', '#F2EEE8FF', '#F9F2EFFF', '#FBF1EEFF', '#F9EBE6FF', '#F6E5DDFF', '#F3DED5FF', '#F1D8CDFF', '#EED2C4FF', '#ECCCBCFF', '#EAC5B4FF', '#E8BFADFF', '#E7B9A5FF', '#E5B29DFF', '#E3AC95FF', '#E1A68EFF', '#DF9F88FF', '#DD9983FF', '#DB927DFF', '#DA8C78FF', '#D88572FF', '#D67F6DFF', '#D3796BFF', '#D07369FF', '#CC6C67FF', '#C96665FF', '#C66063FF', '#C35A61FF', '#BF5560FF', '#BB4F60FF', '#B64A60FF', '#B24560FF', '#AD4060FF', '#A83B60FF', '#A33660FF', '#9E3260FF', '#982E60FF', '#932A60FF', '#8D2560FF', '#882160FF', '#821E5FFF', '#7B1C5DFF', '#751A5BFF', '#6E1858FF', '#681756FF', '#611554FF', '#5A1352FF', '#54124DFF', '#4D1148FF', '#471043FF', '#400F3EFF', '#3A0E39FF', '#340D35FF']",The R package: {pals},diverging-1,discrete-diverging
ocean.deep,"['#281A2CFF', '#291B2FFF', '#2B1D33FF', '#2C1F36FF', '#2E213AFF', '#2F233EFF', '#312541FF', '#332745FF', '#342949FF', '#352B4DFF', '#372D51FF', '#382F55FF', '#393059FF', '#3A325EFF', '#3B3462FF', '#3D3666FF', '#3E386AFF', '#3F3A6EFF', '#3F3C72FF', '#3F3E76FF', '#3F4179FF', '#3F437DFF', '#3F4581FF', '#3F4784FF', '#3F4A88FF', '#3F4C8BFF', '#3F4F8CFF', '#3F528DFF', '#3F558EFF', '#3E5890FF', '#3E5B91FF', '#3E5E92FF', '#3E6193FF', '#3E6495FF', '#3E6695FF', '#3E6995FF', '#3F6B96FF', '#3F6E96FF', '#407097FF', '#407397FF', '#417598FF', '#417898FF', '#427A99FF', '#437D9AFF', '#44809AFF', '#44829BFF', '#45859BFF', '#46879CFF', '#468A9DFF', '#478C9DFF', '#488F9EFF', '#49919EFF', '#4A949FFF', '#4B969FFF', '#4C99A0FF', '#4D9CA0FF', '#4E9EA1FF', '#4FA1A1FF', '#50A3A2FF', '#51A6A2FF', '#53A9A2FF', '#55ACA2FF', '#56AEA3FF', '#58B1A3FF', '#59B4A3FF', '#5BB7A3FF', '#5DBAA4FF', '#60BCA3FF', '#63BEA3FF', '#66C1A3FF', '#6AC3A3FF', '#6DC6A3FF', '#70C8A3FF', '#73CAA3FF', '#77CDA3FF', '#7BCFA3FF', '#81D1A3FF', '#86D3A3FF', '#8BD5A4FF', '#90D7A4FF', '#95D9A5FF', '#9BDBA5FF', '#A0DDA5FF', '#A5DEA6FF', '#ABE0A8FF', '#B0E2AAFF', '#B6E4ABFF', '#BCE6ADFF', '#C1E8AFFF', '#C7E9B1FF', '#CCEBB2FF', '#D2EDB4FF', '#D7EFB7FF', '#DDF1BAFF', '#E2F3BDFF', '#E7F5C0FF', '#EDF7C3FF', '#F2F9C6FF', '#F7FBC9FF', '#FDFECCFF']",The R package: {pals},sequential-1,discrete-sequential
ocean.delta,"['#112040FF', '#132247FF', '#16254FFF', '#1A2957FF', '#1D2C60FF', '#203069FF', '#233473FF', '#24367DFF', '#253987FF', '#243E90FF', '#224296FF', '#1F489AFF', '#1C4F9CFF', '#1B549DFF', '#1B599DFF', '#1B5E9EFF', '#1B639FFF', '#1C68A0FF', '#1E6EA1FF', '#2073A2FF', '#2278A3FF', '#257DA4FF', '#2881A5FF', '#2C87A7FF', '#2F8CA8FF', '#3290A8FF', '#3795AAFF', '#3C9AABFF', '#419FACFF', '#47A4ADFF', '#4FA8AEFF', '#58ACAFFF', '#61B0B1FF', '#6BB4B2FF', '#75B8B4FF', '#80BCB6FF', '#89BFB9FF', '#93C3BCFF', '#9CC7BFFF', '#A5CBC3FF', '#AECFC6FF', '#B8D3CAFF', '#C0D7CEFF', '#C8DCD1FF', '#D0DFD4FF', '#D8E4D8FF', '#E0E9DCFF', '#E8EDDFFF', '#F0F2E2FF', '#F9F8E4FF', '#FCF8C7FF', '#F9F2BBFF', '#F5ECB1FF', '#F2E6A6FF', '#EEE19BFF', '#EADB8FFF', '#E7D684FF', '#E3D079FF', '#DECB6EFF', '#D9C663FF', '#D4C258FF', '#CEBD4DFF', '#C8B943FF', '#C0B539FF', '#B9B230FF', '#B1AE27FF', '#A9AB1FFF', '#A1A818FF', '#98A412FF', '#8FA10BFF', '#869F07FF', '#7D9B06FF', '#759806FF', '#6B9506FF', '#61910AFF', '#588F0DFF', '#4F8C10FF', '#468815FF', '#3C8419FF', '#33801CFF', '#2B7C20FF', '#227823FF', '#1B7326FF', '#146F28FF', '#0F6B2AFF', '#0C662BFF', '#0B612CFF', '#0B5D2CFF', '#0C582CFF', '#0E532CFF', '#114E2BFF', '#134929FF', '#154427FF', '#173F26FF', '#183A23FF', '#193620FF', '#19311DFF', '#182B19FF', '#172715FF', '#172313FF']",The R package: {pals},diverging-1,discrete-diverging
ocean.dense,"['#360E24FF', '#380E27FF', '#3B0F2BFF', '#3E102FFF', '#411132FF', '#431236FF', '#46133AFF', '#49133DFF', '#4C1441FF', '#4E1545FF', '#511648FF', '#54174CFF', '#571850FF', '#591953FF', '#5C1957FF', '#5E1B5BFF', '#5F1D5FFF', '#611F63FF', '#622167FF', '#64236BFF', '#652570FF', '#672774FF', '#682978FF', '#6A2B7CFF', '#6B2D80FF', '#6D2F84FF', '#6E3188FF', '#70338CFF', '#713590FF', '#723794FF', '#723A97FF', '#733D9BFF', '#733F9EFF', '#7442A2FF', '#7445A5FF', '#7548A9FF', '#754AACFF', '#764DB0FF', '#7650B3FF', '#7752B7FF', '#7755BAFF', '#7858BEFF', '#785AC1FF', '#785DC4FF', '#7860C6FF', '#7863C8FF', '#7766CAFF', '#7769CCFF', '#776CCEFF', '#766FD0FF', '#7673D2FF', '#7576D4FF', '#7579D6FF', '#757CD8FF', '#747FDAFF', '#7482DCFF', '#7485DEFF', '#7488E0FF', '#758BE0FF', '#758EE0FF', '#7690E0FF', '#7793E1FF', '#7796E1FF', '#7899E1FF', '#799CE2FF', '#799FE2FF', '#7AA2E2FF', '#7BA5E2FF', '#7CA8E3FF', '#7CABE3FF', '#7DADE3FF', '#7EB0E3FF', '#82B3E3FF', '#85B5E3FF', '#88B7E3FF', '#8BBAE3FF', '#8EBCE3FF', '#91BFE3FF', '#94C1E3FF', '#97C3E3FF', '#9AC6E3FF', '#9EC8E3FF', '#A1CBE3FF', '#A4CDE3FF', '#A7CFE3FF', '#AAD2E3FF', '#AED4E4FF', '#B3D6E5FF', '#B7D8E6FF', '#BBDBE7FF', '#BFDDE8FF', '#C4DFE9FF', '#C8E1EAFF', '#CCE3EBFF', '#D0E6ECFF', '#D5E8EDFF', '#D9EAEEFF', '#DDECEFFF', '#E1EEF0FF', '#E6F1F1FF']",The R package: {pals},sequential-1,discrete-sequential
ocean.gray,"['#000000FF', '#020202FF', '#040404FF', '#060606FF', '#080808FF', '#0A0A0AFF', '#0D0D0DFF', '#0F0F0FFF', '#111111FF', '#131313FF', '#151515FF', '#181818FF', '#1A1A1AFF', '#1C1C1CFF', '#1E1E1EFF', '#202020FF', '#222222FF', '#252525FF', '#272727FF', '#292929FF', '#2B2B2BFF', '#2D2D2DFF', '#303030FF', '#323232FF', '#343434FF', '#363636FF', '#383838FF', '#3B3B3BFF', '#3D3D3DFF', '#403F3FFF', '#424242FF', '#444444FF', '#474646FF', '#494949FF', '#4C4B4BFF', '#4E4E4EFF', '#505050FF', '#535252FF', '#555555FF', '#575757FF', '#5A5959FF', '#5C5C5CFF', '#5F5E5EFF', '#616060FF', '#636363FF', '#666565FF', '#686767FF', '#6B6A6AFF', '#6D6C6CFF', '#6F6E6EFF', '#727171FF', '#747373FF', '#777676FF', '#7A7979FF', '#7C7B7BFF', '#7F7E7EFF', '#818180FF', '#848383FF', '#868685FF', '#898888FF', '#8C8B8BFF', '#8E8E8DFF', '#919090FF', '#939392FF', '#969695FF', '#999898FF', '#9B9B9AFF', '#9E9D9DFF', '#A0A09FFF', '#A3A3A2FF', '#A6A5A5FF', '#A8A8A7FF', '#ABABAAFF', '#ADADACFF', '#B0B0AFFF', '#B3B3B2FF', '#B6B6B5FF', '#B9B9B8FF', '#BCBCBBFF', '#BFBFBEFF', '#C3C3C1FF', '#C6C6C5FF', '#C9C9C8FF', '#CCCCCBFF', '#CFCFCEFF', '#D2D2D1FF', '#D6D6D4FF', '#D9D9D7FF', '#DCDCDAFF', '#DFDFDDFF', '#E2E2E1FF', '#E5E5E4FF', '#E8E8E7FF', '#ECECEAFF', '#EFEFEDFF', '#F2F2F0FF', '#F5F5F3FF', '#F8F8F6FF', '#FBFBF9FF', '#FFFFFDFF']",The R package: {pals},sequential-1,discrete-sequential
ocean.haline,"['#2A186CFF', '#2A1872FF', '#2B1978FF', '#2C1A7EFF', '#2D1A85FF', '#2D1C8AFF', '#2C1D90FF', '#2C1F96FF', '#2B219BFF', '#29239FFF', '#26289FFF', '#232CA0FF', '#1F30A0FF', '#1C35A0FF', '#19399FFF', '#173C9DFF', '#14409BFF', '#11449AFF', '#104798FF', '#0E4A97FF', '#0D4D96FF', '#0C5094FF', '#0C5393FF', '#0D5592FF', '#0E5891FF', '#105A8FFF', '#115D8EFF', '#135F8EFF', '#15628DFF', '#16648CFF', '#18668CFF', '#1A698BFF', '#1C6B8BFF', '#1F6D8AFF', '#216F8AFF', '#237289FF', '#257489FF', '#277689FF', '#297889FF', '#2B7A88FF', '#2D7C88FF', '#2E7E88FF', '#308088FF', '#318288FF', '#338588FF', '#348788FF', '#368988FF', '#378C88FF', '#388E87FF', '#3A9187FF', '#3B9386FF', '#3D9686FF', '#3E9885FF', '#3F9B85FF', '#419D84FF', '#429F84FF', '#44A283FF', '#45A483FF', '#47A682FF', '#49A981FF', '#4BAB80FF', '#4DAD7EFF', '#4FB07DFF', '#51B27CFF', '#53B47AFF', '#56B679FF', '#59B977FF', '#5CBB75FF', '#5FBD73FF', '#62BF71FF', '#66C16FFF', '#6AC36DFF', '#6EC56BFF', '#72C769FF', '#77C967FF', '#7CCB65FF', '#82CD63FF', '#87CF60FF', '#8DD05FFF', '#93D25EFF', '#99D45DFF', '#9FD55CFF', '#A5D75CFF', '#ABD85DFF', '#B1D95FFF', '#B7DA60FF', '#BDDB61FF', '#C2DD65FF', '#C8DE68FF', '#CDDF6CFF', '#D2E06FFF', '#D7E173FF', '#DCE378FF', '#E1E47CFF', '#E6E680FF', '#EBE785FF', '#EFE98AFF', '#F4EB8FFF', '#F8ED94FF', '#FDEF9AFF']",The R package: {pals},sequential-1,discrete-sequential
ocean.ice,"['#040613FF', '#060816FF', '#080A1AFF', '#0B0C1DFF', '#0D0E21FF', '#0F1025FF', '#121228FF', '#14142CFF', '#161630FF', '#191833FF', '#1B1A37FF', '#1E1D3BFF', '#1F1E3FFF', '#212043FF', '#232247FF', '#25244BFF', '#27264FFF', '#292853FF', '#2B2A57FF', '#2D2C5BFF', '#2F2E5FFF', '#313063FF', '#333268FF', '#34346CFF', '#353670FF', '#363874FF', '#373B78FF', '#383D7CFF', '#393F81FF', '#3A4185FF', '#3B4489FF', '#3C468DFF', '#3D4891FF', '#3F4B96FF', '#3E4D98FF', '#3E509AFF', '#3E539DFF', '#3E569FFF', '#3E59A1FF', '#3E5BA4FF', '#3E5EA6FF', '#3E61A8FF', '#3E64ABFF', '#3E67ADFF', '#3E6AB0FF', '#3F6CB1FF', '#406FB2FF', '#4172B3FF', '#4275B4FF', '#4378B5FF', '#447AB6FF', '#457DB7FF', '#4680B8FF', '#4783B9FF', '#4886BAFF', '#4989BCFF', '#4B8BBDFF', '#4D8EBEFF', '#4F91BFFF', '#5194C0FF', '#5397C1FF', '#5699C2FF', '#589CC3FF', '#5A9FC4FF', '#5CA2C5FF', '#5EA5C6FF', '#61A8C7FF', '#64AAC8FF', '#67ADC9FF', '#6AAFCAFF', '#6DB2CBFF', '#70B5CCFF', '#73B7CDFF', '#76BACEFF', '#79BDCFFF', '#7CBFD0FF', '#7FC2D1FF', '#83C5D3FF', '#87C7D4FF', '#8CC9D5FF', '#90CCD7FF', '#95CED8FF', '#9AD1DAFF', '#9ED3DBFF', '#A3D6DDFF', '#A8D8DEFF', '#ACDBE0FF', '#B1DDE1FF', '#B6E0E3FF', '#BAE2E5FF', '#BFE5E7FF', '#C4E7EAFF', '#C8EAECFF', '#CDEDEEFF', '#D2EFF1FF', '#D7F2F3FF', '#DBF5F5FF', '#E0F7F8FF', '#E5FAFAFF', '#EAFDFDFF']",The R package: {pals},sequential-1,discrete-sequential
ocean.matter,"['#2F0F3EFF', '#320F3FFF', '#351041FF', '#381043FF', '#3C1145FF', '#3F1247FF', '#421249FF', '#46134BFF', '#49144DFF', '#4C144FFF', '#501551FF', '#531653FF', '#561655FF', '#5A1756FF', '#5D1757FF', '#611858FF', '#641859FF', '#68185AFF', '#6B195BFF', '#6F195CFF', '#721A5EFF', '#751A5FFF', '#791A60FF', '#7C1B61FF', '#801B62FF', '#831C62FF', '#871D62FF', '#8A1E62FF', '#8D1F62FF', '#902061FF', '#932161FF', '#972261FF', '#9A2361FF', '#9D2461FF', '#A02560FF', '#A42660FF', '#A72760FF', '#AA2860FF', '#AD2A5FFF', '#B02C5EFF', '#B32F5DFF', '#B5315CFF', '#B8335CFF', '#BB355BFF', '#BE375AFF', '#C13959FF', '#C43B58FF', '#C63D58FF', '#C93F57FF', '#CC4156FF', '#CE4455FF', '#D04755FF', '#D24A55FF', '#D44E55FF', '#D65155FF', '#D85455FF', '#DA5754FF', '#DC5A54FF', '#DE5D54FF', '#E06054FF', '#E26454FF', '#E46754FF', '#E66A54FF', '#E76D55FF', '#E87157FF', '#E97458FF', '#EA785AFF', '#EA7B5BFF', '#EB7F5DFF', '#EC825EFF', '#ED8660FF', '#EE8962FF', '#EF8D63FF', '#F09065FF', '#F19466FF', '#F29768FF', '#F29B6BFF', '#F39E6EFF', '#F4A270FF', '#F4A573FF', '#F5A975FF', '#F5AD78FF', '#F6B07BFF', '#F6B47DFF', '#F7B780FF', '#F8BB82FF', '#F8BE85FF', '#F9C288FF', '#F9C58BFF', '#F9C98EFF', '#FACD92FF', '#FAD095FF', '#FBD498FF', '#FBD79CFF', '#FBDB9FFF', '#FCDEA2FF', '#FCE2A6FF', '#FDE5A9FF', '#FDE9ACFF', '#FEEDB0FF']",The R package: {pals},sequential-1,discrete-sequential
ocean.oxy,"['#400505FF', '#430505FF', '#460506FF', '#490507FF', '#4C0608FF', '#500609FF', '#530609FF', '#56060AFF', '#5A060BFF', '#5E060CFF', '#61060DFF', '#65060DFF', '#68060EFF', '#6C060EFF', '#6F060EFF', '#73060EFF', '#76060DFF', '#7A060DFF', '#7E060DFF', '#81070CFF', '#830A0BFF', '#860D0AFF', '#881109FF', '#8B1408FF', '#8E1707FF', '#901A06FF', '#921E06FF', '#942105FF', '#962405FF', '#982704FF', '#9A2A04FF', '#9C2E03FF', '#9E3103FF', '#A03403FF', '#A13603FF', '#A33903FF', '#A53C03FF', '#A73F03FF', '#A94203FF', '#AB4503FF', '#AC4803FF', '#AE4B03FF', '#AF4E03FF', '#B15103FF', '#B35403FF', '#B45603FF', '#B65903FF', '#B75C03FF', '#B95F03FF', '#BB6203FF', '#BC6504FF', '#BE6804FF', '#BF6B04FF', '#C16E05FF', '#C27105FF', '#C47405FF', '#C57606FF', '#C67907FF', '#C87C07FF', '#C97F08FF', '#CB8209FF', '#CC850AFF', '#CE880BFF', '#CF8B0CFF', '#D08E0DFF', '#D1910EFF', '#D2940FFF', '#D39610FF', '#D49911FF', '#D69D13FF', '#D7A014FF', '#D8A315FF', '#D9A616FF', '#DAA917FF', '#DBAD18FF', '#DCB019FF', '#DDB31BFF', '#DEB61CFF', '#DFBA1DFF', '#E0BD1FFF', '#E1C020FF', '#E2C322FF', '#E3C723FF', '#E4CA25FF', '#E4CE27FF', '#E5D129FF', '#E6D42AFF', '#E7D82DFF', '#E7DB30FF', '#E8DF32FF', '#E8E335FF', '#E9E638FF', '#E9EA3BFF', '#EAED3FFF', '#ECF046FF', '#EEF34DFF', '#F1F554FF', '#F3F85BFF', '#F5FB62FF', '#F8FE69FF']",The R package: {pals},sequential-1,discrete-sequential
ocean.phase,"['#A8780DFF', '#AB7511FF', '#AE7215FF', '#B27019FF', '#B56D1DFF', '#B86B22FF', '#BC6826FF', '#BF652AFF', '#C1622EFF', '#C45F33FF', '#C75C37FF', '#CA5A3CFF', '#CC5740FF', '#CF5345FF', '#D1504BFF', '#D34C50FF', '#D54956FF', '#D6455CFF', '#D84161FF', '#DA3E68FF', '#DB3A6FFF', '#DB3776FF', '#DC337EFF', '#DD3085FF', '#DE2C8CFF', '#DE2993FF', '#DC299BFF', '#DB29A3FF', '#D928ABFF', '#D828B3FF', '#D628BBFF', '#D428C3FF', '#D12CC8FF', '#CE30CEFF', '#CA33D3FF', '#C737D8FF', '#C33BDEFF', '#C03FE3FF', '#BB43E6FF', '#B648E8FF', '#B24CEAFF', '#AD50EDFF', '#A855EFFF', '#A359F2FF', '#9D5DF2FF', '#9861F2FF', '#9264F1FF', '#8C68F1FF', '#866BF0FF', '#806FF0FF', '#7A72EEFF', '#7375EBFF', '#6C78E8FF', '#657BE5FF', '#5E7EE2FF', '#5781DFFF', '#5184DBFF', '#4A86D6FF', '#4488D1FF', '#3E89CBFF', '#388BC6FF', '#328DC1FF', '#2C8FBCFF', '#2990B7FF', '#2691B2FF', '#2292ACFF', '#1F93A7FF', '#1C93A2FF', '#19949DFF', '#179598FF', '#149592FF', '#12968DFF', '#109688FF', '#0E9783FF', '#0C977EFF', '#0E9878FF', '#119871FF', '#15986AFF', '#189964FF', '#1C995DFF', '#1F9956FF', '#26994FFF', '#2F9847FF', '#38973FFF', '#419637FF', '#4B952FFF', '#549427FF', '#5C9320FF', '#64901DFF', '#6B8E19FF', '#738C16FF', '#7A8A13FF', '#81870FFF', '#88850DFF', '#8E830DFF', '#93810DFF', '#987E0DFF', '#9D7C0DFF', '#A27A0DFF', '#A8780DFF']",The R package: {pals},sequential-1,discrete-sequential
ocean.solar,"['#331418FF', '#361418FF', '#391519FF', '#3C161AFF', '#3F171BFF', '#42181CFF', '#46191DFF', '#491A1DFF', '#4C1B1EFF', '#4F1C1FFF', '#521D20FF', '#561E21FF', '#591F22FF', '#5C1F23FF', '#5F2023FF', '#622123FF', '#652323FF', '#682423FF', '#6B2522FF', '#6E2622FF', '#712722FF', '#742822FF', '#772921FF', '#7A2B21FF', '#7D2C21FF', '#812D20FF', '#842E20FF', '#872F20FF', '#8A3020FF', '#8C321FFF', '#8E341EFF', '#90371EFF', '#93391DFF', '#953B1CFF', '#973D1BFF', '#99401BFF', '#9B421AFF', '#9E4419FF', '#A04619FF', '#A24918FF', '#A44B17FF', '#A64D17FF', '#A95016FF', '#AA5215FF', '#AC5515FF', '#AE5715FF', '#AF5A15FF', '#B15C15FF', '#B25F14FF', '#B46214FF', '#B56414FF', '#B76714FF', '#B86A13FF', '#BA6C13FF', '#BC6F13FF', '#BD7113FF', '#BF7413FF', '#C07713FF', '#C17A14FF', '#C27D15FF', '#C38015FF', '#C58316FF', '#C68617FF', '#C78918FF', '#C88C19FF', '#C98F1AFF', '#CA921BFF', '#CB941BFF', '#CC971CFF', '#CE9A1DFF', '#CF9D1EFF', '#D0A01FFF', '#D1A420FF', '#D1A722FF', '#D2AA23FF', '#D3AD24FF', '#D4B026FF', '#D4B327FF', '#D5B628FF', '#D6B92AFF', '#D7BC2BFF', '#D8C02CFF', '#D8C32EFF', '#D9C62FFF', '#DAC930FF', '#DBCC32FF', '#DBCF34FF', '#DBD335FF', '#DCD637FF', '#DCDA39FF', '#DDDD3BFF', '#DDE13CFF', '#DEE43EFF', '#DEE840FF', '#DEEB42FF', '#DFEF43FF', '#DFF245FF', '#E0F647FF', '#E0F949FF', '#E1FD4BFF']",The R package: {pals},sequential-1,discrete-sequential
